2337190013,4708,1693,"2020-06-05 16:56:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:56:32","06/01 16:35:31","06/05 16:53:29"
2337200014,2645,1146,"2020-06-05 16:44:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:44:29","06/01 16:35:31","06/03 14:44:56"
2337210010,5049,1120,"2020-06-05 16:20:33","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:20:33","06/01 16:35:31","06/05 14:26:32"
2337220016,2346,943,"2020-06-05 16:35:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:35:32","06/01 16:35:31","06/01 17:58:02"
2337230012,4789,1206,"2020-06-05 16:17:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:17:31","06/01 16:35:31","06/05 15:11:33"
2337240018,5175,684,"2020-06-05 16:23:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:23:31","06/01 16:35:31","06/04 14:08:32"
2337250014,5343,1387,"2020-06-05 16:14:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:14:31","06/01 16:35:31","06/05 16:05:31"
2337260010,3609,964,"2020-06-05 16:11:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 16:11:31","06/01 16:35:31","06/05 15:08:38"
2338010014,1017,988,"2020-06-05 11:26:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 11:26:29","06/03 09:35:55","06/05 11:26:29"
2338020010,2652,888,"2020-06-05 11:53:32","2020-06-06 21:26:36","06/01 16:35:31","06/05 11:53:32","06/01 16:35:31","06/04 11:05:58"
2338030016,1989,806,"2020-06-05 15:50:30","2020-06-06 21:26:36","06/04 09:23:56","06/05 15:35:35","06/01 16:35:31","06/05 15:50:30"
2338040012,4545,1434,"2020-06-05 15:59:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:59:29","06/01 16:35:31","06/05 15:26:31"
2338050018,4277,479,"2020-06-05 16:14:31","2020-06-06 21:26:36","06/02 00:29:59","06/05 16:14:31","06/05 12:17:31","06/05 14:53:31"
2338060014,819,730,"2020-06-05 10:35:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 10:35:31","06/01 16:35:31","06/05 09:41:30"
2338070010,3776,1318,"2020-06-05 15:59:29","2020-06-06 21:26:36","06/04 11:38:54","06/05 15:59:29","06/01 16:35:31","06/04 14:11:32"
2338080016,2250,210,"2020-06-05 14:35:32","2020-06-06 21:26:36","06/04 10:26:55","06/05 14:35:32","06/05 08:08:29","06/05 09:47:30"
2338090012,4320,1286,"2020-06-05 15:38:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:38:31","06/01 16:35:31","06/05 15:08:38"
2338100013,4818,1135,"2020-06-05 15:56:30","2020-06-06 21:26:36","06/05 00:29:32","06/05 15:56:30","06/05 00:29:32","06/04 16:38:06"
2338110019,5097,1008,"2020-06-05 11:47:31","2020-06-06 21:26:36","06/01 16:35:31","06/05 11:47:31","06/01 16:35:31","06/05 10:41:31"
2338120015,2727,766,"2020-06-05 11:50:29","2020-06-06 21:26:36","06/04 08:59:50","06/05 11:50:29","06/05 09:23:29","06/05 10:05:32"
2338130011,5700,1173,"2020-06-05 14:59:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 14:56:29","06/05 14:59:29","06/05 13:08:31"
2339040016,3657,950,"2020-06-05 15:56:30","2020-06-06 21:26:36","06/01 16:35:31","06/05 15:56:30","06/01 16:35:31","06/05 15:20:31"
2339050012,3466,1636,"2020-06-05 11:32:34","2020-06-06 21:26:36","06/01 16:35:31","06/05 11:32:34","06/01 16:35:31","06/05 10:11:32"
2339060018,3110,1587,"2020-06-05 10:56:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 10:56:29","06/03 10:17:59","06/05 09:17:31"
2339070014,4474,1211,"2020-06-05 10:59:29","2020-06-06 21:26:36","06/01 16:35:31","06/05 10:59:29","06/01 16:35:31","06/05 09:11:30"
2339100017,4122,1120,"2020-06-05 15:14:31","2020-06-06 21:26:36","06/05 13:59:29","06/05 15:14:31","06/05 13:59:29","06/05 14:20:31"
2339110013,2192,740,"2020-06-05 15:32:33","2020-06-06 21:26:36","06/03 14:14:57","06/05 15:32:33","06/03 14:14:57","06/05 13:44:31"
